## q = 1e-05, alpha = 0.5, odd
0.02 0.977696
0.04 0.956091
0.06 0.935152
0.08 0.914844
0.1 0.895138
0.12 0.876004
0.14 0.857416
0.16 0.83935
0.18 0.821781
0.2 0.804689
0.22 0.788052
0.24 0.771851
0.26 0.756069
0.28 0.740689
0.3 0.725694
0.32 0.71107
0.34 0.696803
0.36 0.682879
0.38 0.669286
0.4 0.656012
0.42 0.643045
0.44 0.630376
0.46 0.617994
0.48 0.60589
0.5 0.594055
0.52 0.582479
0.54 0.571156
0.56 0.560077
0.58 0.549236
0.6 0.538624
0.62 0.528236
0.64 0.518065
0.66 0.508105
0.68 0.49835
0.7 0.488795
0.72 0.479434
0.74 0.470262
0.76 0.461275
0.78 0.452468
0.8 0.443836
0.82 0.435375
0.84 0.427081
0.86 0.41895
0.88 0.410978
0.9 0.403161
0.92 0.395496
0.94 0.387979
0.96 0.380607
0.98 0.373377
