## q = 1e-05, alpha = 0.9, even
0.02 0.931572
0.04 0.876071
0.06 0.830207
0.08 0.791715
0.1 0.758976
0.12 0.730808
0.14 0.706327
0.16 0.684859
0.18 0.665884
0.2 0.648993
0.22 0.633861
0.24 0.620228
0.26 0.607879
0.28 0.596641
0.3 0.586369
0.32 0.576941
0.34 0.568256
0.36 0.560228
0.38 0.552782
0.4 0.545856
0.42 0.539395
0.44 0.533352
0.46 0.527686
0.48 0.52236
0.5 0.517343
0.52 0.512607
0.54 0.508126
0.56 0.50388
0.58 0.499849
0.6 0.496014
0.62 0.49236
0.64 0.488874
0.66 0.485542
0.68 0.482352
0.7 0.479295
0.72 0.476361
0.74 0.473541
0.76 0.470828
0.78 0.468214
0.8 0.465693
0.82 0.463258
0.84 0.460906
0.86 0.458629
0.88 0.456424
0.9 0.454287
0.92 0.452213
0.94 0.450199
0.96 0.448242
0.98 0.446338
