## q = 0.9999, t = 0.25, odd
0.1 0.778797
0.2 0.778739
0.3 0.77849
0.4 0.777821
0.5 0.776419
0.6 0.773897
0.7 0.769822
0.8 0.763755
0.9 0.755306
1 0.744203
1.1 0.730355
1.2 0.7139
1.3 0.695207
1.4 0.674838
1.5 0.653472
1.6 0.631813
1.7 0.610502
1.8 0.590062
1.9 0.570869
2 0.553153
2.1 0.537018
2.2 0.522473
2.3 0.509451
2.4 0.497844
2.5 0.487512
2.6 0.478306
2.7 0.470074
2.8 0.462668
2.9 0.45595
3 0.449796
3.1 0.444093
3.2 0.438744
3.3 0.433666
3.4 0.42879
3.5 0.424057
3.6 0.419422
3.7 0.414846
3.8 0.410302
3.9 0.405766
4 0.401222
4.1 0.396659
4.2 0.392068
4.3 0.387443
4.4 0.382782
4.5 0.378083
4.6 0.373345
4.7 0.36857
4.8 0.363759
4.9 0.358914
5 0.354037
