## q = 0.99999, alpha = 2, even
0.02 0.926433
0.04 0.864116
0.06 0.811094
0.08 0.765765
0.1 0.726813
0.12 0.693154
0.14 0.663895
0.16 0.638299
0.18 0.615756
0.2 0.59576
0.22 0.577892
0.24 0.561804
0.26 0.547206
0.28 0.533857
0.3 0.521557
0.32 0.510137
0.34 0.49946
0.36 0.489409
0.38 0.479886
0.4 0.470812
0.42 0.462119
0.44 0.453752
0.46 0.445665
0.48 0.437818
0.5 0.43018
0.52 0.422725
0.54 0.415432
0.56 0.408282
0.58 0.401263
0.6 0.394361
0.62 0.387569
0.64 0.380877
0.66 0.374281
0.68 0.367777
0.7 0.36136
0.72 0.355028
0.74 0.348779
0.76 0.342612
0.78 0.336527
0.8 0.330522
0.82 0.324597
0.84 0.318753
0.86 0.31299
0.88 0.307309
0.9 0.301708
0.92 0.29619
0.94 0.290754
0.96 0.2854
0.98 0.28013
