## q = 1e-05, alpha = 0.9, odd
0.02 0.914442
0.04 0.846345
0.06 0.791035
0.08 0.745337
0.1 0.707013
0.12 0.674442
0.14 0.646433
0.16 0.622087
0.18 0.60072
0.2 0.581801
0.22 0.564913
0.24 0.549726
0.26 0.535973
0.28 0.523439
0.3 0.511948
0.32 0.501353
0.34 0.491535
0.36 0.482391
0.38 0.473837
0.4 0.4658
0.42 0.458218
0.44 0.451039
0.46 0.444216
0.48 0.437712
0.5 0.431491
0.52 0.425524
0.54 0.419785
0.56 0.414251
0.58 0.408901
0.6 0.403718
0.62 0.398687
0.64 0.393793
0.66 0.389024
0.68 0.384368
0.7 0.379817
0.72 0.375361
0.74 0.370991
0.76 0.366702
0.78 0.362487
0.8 0.35834
0.82 0.354255
0.84 0.350229
0.86 0.346257
0.88 0.342335
0.9 0.338461
0.92 0.33463
0.94 0.330841
0.96 0.32709
0.98 0.323376
