## q = 0.9999, t = 1, even
0.1 0.999957
0.2 0.999309
0.3 0.996513
0.4 0.989077
0.5 0.973828
0.6 0.947507
0.7 0.907745
0.8 0.854169
0.9 0.789077
1 0.717119
1.1 0.643979
1.2 0.574731
1.3 0.512729
1.4 0.459371
1.5 0.414514
1.6 0.377108
1.7 0.345748
1.8 0.31903
1.9 0.295743
2 0.274932
2.1 0.255896
2.2 0.238157
2.3 0.221408
2.4 0.205467
2.5 0.190239
2.6 0.17568
2.7 0.161781
2.8 0.148544
2.9 0.135981
3 0.124101
3.1 0.112911
3.2 0.102414
3.3 0.0926059
3.4 0.0834782
3.5 0.0750174
3.6 0.0672055
3.7 0.0600207
3.8 0.0534381
3.9 0.0474302
4 0.0419673
4.1 0.0370187
4.2 0.0325525
4.3 0.0285365
4.4 0.0249385
4.5 0.0217266
4.6 0.0188698
4.7 0.0163378
4.8 0.0141018
4.9 0.012134
5 0.0104085
