## q = 0.5, alpha = 1, even
0.02 0.974175
0.04 0.950542
0.06 0.928865
0.08 0.908933
0.1 0.890567
0.12 0.873607
0.14 0.857912
0.16 0.843359
0.18 0.82984
0.2 0.817256
0.22 0.805521
0.24 0.79456
0.26 0.784303
0.28 0.77469
0.3 0.765664
0.32 0.757177
0.34 0.749184
0.36 0.741645
0.38 0.734524
0.4 0.727788
0.42 0.721406
0.44 0.715353
0.46 0.709603
0.48 0.704134
0.5 0.698926
0.52 0.69396
0.54 0.68922
0.56 0.684689
0.58 0.680353
0.6 0.6762
0.62 0.672217
0.64 0.668394
0.66 0.664719
0.68 0.661185
0.7 0.657782
0.72 0.654503
0.74 0.651339
0.76 0.648285
0.78 0.645334
0.8 0.64248
0.82 0.639718
0.84 0.637043
0.86 0.634451
0.88 0.631937
0.9 0.629496
0.92 0.627126
0.94 0.624824
0.96 0.622584
0.98 0.620406
