## q = 0.5, t = 1, even
0.04 0.999999
0.08 0.999976
0.12 0.99988
0.16 0.999622
0.2 0.999078
0.24 0.998091
0.28 0.996467
0.32 0.993986
0.36 0.990397
0.4 0.985426
0.44 0.978784
0.48 0.970176
0.52 0.959313
0.56 0.945923
0.6 0.929773
0.64 0.910679
0.68 0.888529
0.72 0.863295
0.76 0.835045
0.8 0.803949
0.84 0.770281
0.88 0.73441
0.92 0.696782
0.96 0.657899
1 0.618286
1.04 0.578458
1.08 0.538878
1.12 0.49991
1.16 0.461765
1.2 0.42441
1.24 0.38741
1.28 0.349549
1.32 0.307815
1.36 0.25483
1.4 0.170619
1.44 0.00387222
1.48 5.30882e-22
1.52 3.1653e-203
1.56 0
1.6 0
1.64 0
1.68 0
1.72 0
1.76 0
1.8 0
1.84 0
1.88 0
1.92 0
1.96 0
