## q = 0.9999, t = 0.5, even
0.1 0.999968
0.2 0.999495
0.3 0.99745
0.4 0.992008
0.5 0.980827
0.6 0.961463
0.7 0.932047
0.8 0.892077
0.9 0.842949
1 0.787827
1.1 0.730799
1.2 0.675741
1.3 0.625462
1.4 0.581424
1.5 0.543932
1.6 0.512531
1.7 0.486379
1.8 0.464522
1.9 0.44605
2 0.430169
2.1 0.416221
2.2 0.403685
2.3 0.392158
2.4 0.381335
2.5 0.370988
2.6 0.360954
2.7 0.351119
2.8 0.341405
2.9 0.331762
3 0.322159
3.1 0.312584
3.2 0.303032
3.3 0.293507
3.4 0.284017
3.5 0.274574
3.6 0.265189
3.7 0.255878
3.8 0.246653
3.9 0.237529
4 0.22852
4.1 0.219637
4.2 0.210893
4.3 0.202299
4.4 0.193865
4.5 0.185601
4.6 0.177515
4.7 0.169615
4.8 0.161908
4.9 0.154399
5 0.147095
