## q = 0.5, alpha = 1.8, odd
0.02 -nan(ind)
0.04 -nan(ind)
0.06 -nan(ind)
0.08 -nan(ind)
0.1 -nan(ind)
0.12 -nan(ind)
0.14 -nan(ind)
0.16 -nan(ind)
0.18 -nan(ind)
0.2 -nan(ind)
0.22 -nan(ind)
0.24 -nan(ind)
0.26 -nan(ind)
0.28 -nan(ind)
0.3 -nan(ind)
0.32 -nan(ind)
0.34 -nan(ind)
0.36 -nan(ind)
0.38 -nan(ind)
0.4 -nan(ind)
0.42 -nan(ind)
0.44 -nan(ind)
0.46 -nan(ind)
0.48 -nan(ind)
0.5 -nan(ind)
0.52 -nan(ind)
0.54 -nan(ind)
0.56 -nan(ind)
0.58 -nan(ind)
0.6 -nan(ind)
0.62 -nan(ind)
0.64 -nan(ind)
0.66 -nan(ind)
0.68 -nan(ind)
0.7 -nan(ind)
0.72 -nan(ind)
0.74 -nan(ind)
0.76 -nan(ind)
0.78 -nan(ind)
0.8 -nan(ind)
0.82 -nan(ind)
0.84 -nan(ind)
0.86 -nan(ind)
0.88 -nan(ind)
0.9 -nan(ind)
0.92 -nan(ind)
0.94 -nan(ind)
0.96 -nan(ind)
0.98 -nan(ind)
