## q = 0.5, t = 0.5, odd
0.04 0.60653
0.08 0.606528
0.12 0.606515
0.16 0.606482
0.2 0.606411
0.24 0.606284
0.28 0.606073
0.32 0.60575
0.36 0.605281
0.4 0.604627
0.44 0.603745
0.48 0.60259
0.52 0.601111
0.56 0.599253
0.6 0.596961
0.64 0.594175
0.68 0.590834
0.72 0.586875
0.76 0.582234
0.8 0.576848
0.84 0.570652
0.88 0.563584
0.92 0.555577
0.96 0.546564
1 0.536471
1.04 0.525206
1.08 0.512648
1.12 0.498613
1.16 0.482802
1.2 0.464683
1.24 0.443251
1.28 0.416451
1.32 0.379693
1.36 0.322186
1.4 0.217654
1.44 0.0053354
1.48 8.4078e-22
1.52 5.4106e-203
1.56 0
1.6 -nan(ind)
1.64 -nan(ind)
1.68 -nan(ind)
1.72 -nan(ind)
1.76 -nan(ind)
1.8 -nan(ind)
1.84 -nan(ind)
1.88 -nan(ind)
1.92 -nan(ind)
1.96 -nan(ind)
