## q = 0.5, t = 0.25, even
0.04 0.999999
0.08 0.999989
0.12 0.999946
0.16 0.999828
0.2 0.99958
0.24 0.99913
0.28 0.99839
0.32 0.997257
0.36 0.995614
0.4 0.993331
0.44 0.990267
0.48 0.986273
0.52 0.981193
0.56 0.974871
0.6 0.967151
0.64 0.957887
0.68 0.946944
0.72 0.934203
0.76 0.919567
0.8 0.902962
0.84 0.884338
0.88 0.863668
0.92 0.840945
0.96 0.81617
1 0.789348
1.04 0.760464
1.08 0.729464
1.12 0.69622
1.16 0.660478
1.2 0.621755
1.24 0.579145
1.28 0.530842
1.32 0.472782
1.36 0.393929
1.4 0.242377
1.44 0.0031241
1.48 1.82087e-22
1.52 4.04784e-204
1.56 0
1.6 0
1.64 0
1.68 0
1.72 0
1.76 0
1.8 0
1.84 0
1.88 0
1.92 0
1.96 0
